 -40.00     25.00     50000.00 
 -40.00     25.00   1 
841 
 -200.00   -200.00      5.00    0.27012829    0.00000000 
 -200.00   -150.00      5.00   -0.47991484    0.00000000 
 -200.00   -100.00      5.00   -1.52558458    0.00000000 
 -200.00    -50.00      5.00   -2.90249099    0.00000000 
 -200.00      0.00      5.00   -4.59998565    0.00000000 
 -200.00     50.00      5.00   -6.52737558    0.00000000 
 -200.00    100.00      5.00   -8.48911908    0.00000000 
 -200.00    150.00      5.00  -10.19358300    0.00000000 
 -200.00    200.00      5.00  -11.31292002    0.00000000 
 -200.00    250.00      5.00  -11.58184864    0.00000000 
 -200.00    300.00      5.00  -10.89212497    0.00000000 
 -200.00    350.00      5.00   -9.33717159    0.00000000 
 -200.00    400.00      5.00   -7.18635156    0.00000000 
 -200.00    450.00      5.00   -4.79915122    0.00000000 
 -200.00    500.00      5.00   -2.51609890    0.00000000 
 -200.00    550.00      5.00   -0.57522687    0.00000000 
 -200.00    600.00      5.00    0.91527144    0.00000000 
 -200.00    650.00      5.00    1.95441186    0.00000000 
 -200.00    700.00      5.00    2.60462919    0.00000000 
 -200.00    750.00      5.00    2.95205296    0.00000000 
 -200.00    800.00      5.00    3.08113955    0.00000000 
 -200.00    850.00      5.00    3.06283050    0.00000000 
 -200.00    900.00      5.00    2.95150081    0.00000000 
 -200.00    950.00      5.00    2.78631198    0.00000000 
 -200.00   1000.00      5.00    2.59415337    0.00000000 
 -200.00   1050.00      5.00    2.39272568    0.00000000 
 -200.00   1100.00      5.00    2.19317748    0.00000000 
 -200.00   1150.00      5.00    2.00214896    0.00000000 
 -200.00   1200.00      5.00    1.82326772    0.00000000 
 -150.00   -200.00      5.00    0.88601179    0.00000000 
 -150.00   -150.00      5.00    0.08899502    0.00000000 
 -150.00   -100.00      5.00   -1.11138463    0.00000000 
 -150.00    -50.00      5.00   -2.80353931    0.00000000 
 -150.00      0.00      5.00   -5.02265175    0.00000000 
 -150.00     50.00      5.00   -7.68393669    0.00000000 
 -150.00    100.00      5.00  -10.51570951    0.00000000 
 -150.00    150.00      5.00  -13.04844701    0.00000000 
 -150.00    200.00      5.00  -14.71582181    0.00000000 
 -150.00    250.00      5.00  -15.05084988    0.00000000 
 -150.00    300.00      5.00  -13.87356008    0.00000000 
 -150.00    350.00      5.00  -11.37078355    0.00000000 
 -150.00    400.00      5.00   -8.03889053    0.00000000 
 -150.00    450.00      5.00   -4.51206559    0.00000000 
 -150.00    500.00      5.00   -1.34617538    0.00000000 
 -150.00    550.00      5.00    1.13139227    0.00000000 
 -150.00    600.00      5.00    2.83975382    0.00000000 
 -150.00    650.00      5.00    3.86554884    0.00000000 
 -150.00    700.00      5.00    4.36580602    0.00000000 
 -150.00    750.00      5.00    4.50077668    0.00000000 
 -150.00    800.00      5.00    4.40292224    0.00000000 
 -150.00    850.00      5.00    4.16975855    0.00000000 
 -150.00    900.00      5.00    3.86780909    0.00000000 
 -150.00    950.00      5.00    3.53985989    0.00000000 
 -150.00   1000.00      5.00    3.21194497    0.00000000 
 -150.00   1050.00      5.00    2.89889105    0.00000000 
 -150.00   1100.00      5.00    2.60832368    0.00000000 
 -150.00   1150.00      5.00    2.34340598    0.00000000 
 -150.00   1200.00      5.00    2.10464354    0.00000000 
 -100.00   -200.00      5.00    1.72190154    0.00000000 
 -100.00   -150.00      5.00    0.93487411    0.00000000 
 -100.00   -100.00      5.00   -0.38173625    0.00000000 
 -100.00    -50.00      5.00   -2.40737219    0.00000000 
 -100.00      0.00      5.00   -5.27964720    0.00000000 
 -100.00     50.00      5.00   -8.97241617    0.00000000 
 -100.00    100.00      5.00  -13.13085379    0.00000000 
 -100.00    150.00      5.00  -16.98434653    0.00000000 
 -100.00    200.00      5.00  -19.51613861    0.00000000 
 -100.00    250.00      5.00  -19.88270696    0.00000000 
 -100.00    300.00      5.00  -17.79551920    0.00000000 
 -100.00    350.00      5.00  -13.64147366    0.00000000 
 -100.00    400.00      5.00   -8.35619713    0.00000000 
 -100.00    450.00      5.00   -3.08875499    0.00000000 
 -100.00    500.00      5.00    1.24614865    0.00000000 
 -100.00    550.00      5.00    4.24852441    0.00000000 
